"","X","Case.No.","Claimant.s.","Respondent.s.","Status","claimants","outcome","registered","bit","instrument","claim_id","reg_year","out_year","bit_claim","nafta_claim","other_claim","claimants_nat","resp_state_comp","respondents_nat","host","source"
"359",410,"ARB/03/15","El Paso Energy International Company","Argentine Republic","Concluded","El Paso Energy International Company  (U.S.)","The Tribunal renders its award on October 31, 2011.","June 12, 2003","BIT United States of America - Argentina 1991","",129,2003,2011,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"360",411,"ARB/03/14","Miminco LLC and others","Democratic Republic of the Congo","Concluded","Miminco LLC (U.S.), Ilunga Jean Mukendi (U.S.), John Dormer Tyson (U.S.)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on November 19, 2007, pursuant to ICSID Arbitration Rule 43(2)).","June 9, 2003","BIT Zaire - United States of America 1984","",128,2003,2007,1,0,0,"U.S.",0,"Democratic Republic of the Congo","ZAR","USA"
"361",412,"ARB/03/13","Pan American Energy LLC and BP Argentina Exploration Company","Argentine Republic","Concluded","BP Argentina Exploration Company  (U.S.), Pan American Energy LLC (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on August 20, 2008 pursuant to Arbitration Rule 43(1)). ","June 6, 2003","BIT United States of America - Argentina 1991","",127,2003,2008,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"362",413,"ARB/03/12","Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A.","Argentine Republic","Concluded","Pioneer Natural Resources (Argentina) S.A. (Argentine), Pioneer Natural Resources Company (U.S.), Pioneer Natural Resources (Tierra del Fuego) S.A. (Argentine)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on June 23, 2005 pursuant to Arbitration Rule 43(1)).","June 5, 2003","BIT United States of America - Argentina 1991","",126,2003,2005,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"363",414,"ARB/03/11","Joy Mining Machinery Limited","Arab Republic of Egypt","Concluded","Joy Mining Machinery Limited  (British)","Award rendered on August 6, 2004.","June 2, 2003","BIT Egypt,  Arab Republic of - United Kingdom of Great Britain and Northern Ireland 1975","",125,2003,2004,1,0,0,"British",0,"Arab Republic of Egypt","EGY","GBR"
"364",415,"ARB/03/10","Gas Natural SDG, S.A.","Argentine Republic","Pending","Gas Natural SDG,  S.A.  (Spanish)","","May 29, 2003","BIT United States of America - Argentina 1991, BIT Spain - Argentina 1991","",124,2003,NA,1,0,0,"Spanish",0,"Argentine Republic","ARG","ESP"
"365",416,"ARB/03/9","Continental Casualty Company","Argentine Republic","Concluded","Continental Casualty Company  (U.S.)","Award rendered on September 5, 2008.","May 22, 2003","BIT United States of America - Argentina 1991","",123,2003,2008,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"366",417,"ARB/03/8","Consortium Groupement L.E.S.I. - DIPENTA","People's Democratic Republic of Algeria","Concluded","Consortium Groupement L.E.S.I. - DIPENTA  (Italian)","Award rendered on January 10, 2005.","May 20, 2003","BIT Algeria - Italy 1991","",122,2003,2005,1,0,0,"Italian",0,"People's Democratic Republic of Algeria","DZA","ITA"
"367",418,"ARB/03/7","Camuzzi International S.A.","Argentine Republic","Concluded","Camuzzi International S.A. (Luxembourg)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on January 25, 2007 pursuant to Arbitration Rule 43(1)).","April 23, 2003","BIT Argentina - Belgium-Luxembourg 1990, BIT United States of America - Argentina 1991","",121,2003,2007,1,0,0,"Luxembourg",0,"Argentine Republic","ARG","LUX"
"368",419,"ARB/03/6","M.C.I. Power Group, L.C. and New Turbine, Inc.","Republic of Ecuador","Concluded","M.C.I. Power Group,  L.C. (U.S.), New Turbine,  Inc. (U.S.)","Award rendered on July 31, 2007.","April 8, 2003","BIT Ecuador - United States of America 1993","",120,2003,2007,1,0,0,"U.S.",0,"Republic of Ecuador","ECU","USA"
"369",420,"ARB/03/5","Metalpar S.A. and Buen Aire S.A.","Argentine Republic","Concluded","Buen Aire S.A. (Chilean), Metalpar S.A. (Chilean)","Award rendered on June 6, 2008.","April 7, 2003","BIT Chile - Argentina 1991","",119,2003,2008,1,0,0,"Chilean",0,"Argentine Republic","ARG","CHL"
"370",421,"ARB/03/4","Industria Nacional de Alimentos, S.A. and Indalsa Perú, S.A. (formerly Empresas Lucchetti, S.A. and Lucchetti Perú, S.A.)","Republic of Peru","Concluded","Empresas Lucchetti,  S.A. (Chilean), Indalsa Perú,  S.A. (Peruvian), Industria Nacional de Alimentos,  S.A. (Chilean), Lucchetti Perú,  S.A. (Peruvian)","Award rendered on February 7, 2005. ","March 26, 2003","BIT Peru - Chile 2000","",118,2003,2005,1,0,0,"Chilean",0,"Republic of Peru","PER","CHL"
"371",422,"ARB/03/3","Impregilo S.p.A.","Islamic Republic of Pakistan","Concluded","Impregilo S.p.A. (Italian)","Settlement agreed by the parties and proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Tribunal pursuant to ICSID Arbitration Rule 44 on September 26, 2005). ","March 3, 2003","BIT Pakistan - Italy 1997","",117,2003,2005,1,0,0,"Italian",0,"Islamic Republic of Pakistan","PAK","ITA"
"372",423,"ARB/03/2","Camuzzi International S.A.","Argentine Republic","Pending","Camuzzi International S.A.  (Luxembourg)","","February 27, 2003","BIT Argentina - Belgium-Luxembourg 1990","",116,2003,NA,1,0,0,"Luxembourg",0,"Argentine Republic","ARG","LUX"
"373",424,"ARB/03/1","Ed. Züblin AG","Kingdom of Saudi Arabia","Concluded","Ed. Züblin AG (German)","Settlement agreed by the parties and the proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Acting Secretary-General on July 22, 2003 pursuant to Arbitration Rule 44).","January 28, 2003","BIT Saudi Arabia - Germany 1996","",115,2003,2003,1,0,0,"German",0,"Kingdom of Saudi Arabia","SAU","DEU"
"374",425,"ARB/02/18","Tokios Tokeles","Ukraine","Concluded","Tokios Tokelés (Lithuanian)","Award rendered on July 26, 2007; attached to the award is a Dissenting Opinion by one of the arbitrators.","December 20, 2002","BIT Ukraine - Lithuania 1994","",114,2002,2007,1,0,0,"Lithuania",0,"Ukraine","UKR","LTU"
"375",426,"ARB/02/17","AES Corporation","Argentine Republic","Pending","AES Corporation  (U.S.)","","December 19, 2002","BIT United States of America - Argentina 1991","",113,2002,NA,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"376",427,"ARB/02/16","Sempra Energy International","Argentine Republic","Concluded","Sempra Energy International  (U.S.)","Award rendered on September 28, 2007; attached to the award is a partial dissenting opinion by one of the arbitrators.","December 6, 2002","BIT United States of America - Argentina 1991","",112,2002,2007,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"377",428,"ARB/02/15","Ahmonseto, Inc. and others","Arab Republic of Egypt","Concluded","A. BMH & Co.,  Inc. (U.S.), Adel Talebagha (U.S.), Ahmonseto,  Inc. (U.S.), Aida Talebagha (U.S.), Badie Talebagha (U.S.), E&D Industrial California Overseas Company (U.S.), Hala Talebagha (U.S.)","Award rendered on June 18, 2007.","November 18, 2002","BIT United States of America - Egypt,  Arab Republic of 1982","",111,2002,2007,1,0,0,"U.S.",0,"Arab Republic of Egypt","EGY","USA"
"378",429,"ARB/02/14","CDC Group plc","Republic of Seychelles","Concluded","CDC Group plc  (British)","Award rendered on December 17, 2003.","November 7, 2002","","Contract",110,2002,2003,0,0,1,"British",0,"Republic of Seychelles","SYC","GBR"
"379",430,"ARB/02/13","Salini Costruttori S.p.A. and Italstrade S.p.A.","Hashemite Kingdom of Jordan","Concluded","Salini Costruttori S.p.A. (Italian), Italstrade S.p.A. (Italian)","The Tribunal renders its award on January 31, 2006; attached to the award is a separate opinion by Ian Sinclair.","November 7, 2002","BIT Italy - Jordan 1996","",109,2002,2006,1,0,0,"Italian",0,"Hashemite Kingdom of Jordan","JOR","ITA"
"380",431,"ARB/02/12","JacobsGibb Limited","Hashemite Kingdom of Jordan","Concluded","JacobsGibb Limited (British)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on October 13, 2004 pursuant to Arbitration Rule 43(1)).","September 17, 2002","BIT Jordan - United Kingdom of Great Britain and Northern Ireland 1979","",108,2002,2004,1,0,0,"British",0,"Hashemite Kingdom of Jordan","JOR","GBR"
"381",432,"ARB/02/11","Enrho St Limited","Republic of Kazakhstan","Concluded","Enrho St Limited (British)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on November 8, 2004 pursuant to Arbitration Rule 43(1)).","September 6, 2002","","Investment Law - Kazakhstan (1994)",107,2002,2004,0,0,1,"British",0,"Republic of Kazakhstan","KAZ","GBR"
"382",433,"ARB/02/10","IBM World Trade Corp.","Republic of Ecuador","Concluded","IBM World Trade Corp. (U.S.)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on July 22, 2004, pursuant to ICSID Arbitration Rule 43(2)).","September 6, 2002","BIT Ecuador - United States of America 1993","",106,2002,2004,1,0,0,"U.S.",0,"Republic of Ecuador","ECU","USA"
"383",434,"ARB/02/9","Champion Trading Company and Ameritrade International, Inc.","Arab Republic of Egypt","Concluded","Ameritrade International,  Inc. (U.S.), Champion Trading Company (U.S.), James B. Wahba (U.S., Egyptian), John T. Wahba (U.S., Egyptian), Timothy T. Wahba (U.S., Egyptian)","Award rendered on October 27, 2006.","August 8, 2002","BIT United States of America - Egypt,  Arab Republic of 1982","",105,2002,2006,1,0,0,"U.S.",0,"Arab Republic of Egypt","EGY","USA"
"384",435,"ARB/02/8","Siemens A.G.","Argentine Republic","Concluded","Siemens A.G.  (German)","Award rendered on February 6, 2007.","July 17, 2002","BIT Germany - Argentina 1991","",104,2002,2007,1,0,0,"German",0,"Argentine Republic","ARG","DEU"
"385",436,"ARB/02/7","Hussein Nuaman Soufraki","United Arab Emirates","Concluded","Hussein Nuaman Soufraki  (Canadian, Italian), Hussein Nuaman Soufraki  (Canadian, Italian)","Award rendered on July 7, 2004.","June 18, 2002","BIT Italy - United Arab Emirates 1995","",103,2002,2004,1,0,0,"Canadian",0,"United Arab Emirates","ARE","CAN"
"386",436,"ARB/02/7","Hussein Nuaman Soufraki","United Arab Emirates","Concluded","Hussein Nuaman Soufraki  (Canadian, Italian), Hussein Nuaman Soufraki  (Canadian, Italian)","Award rendered on July 7, 2004.","June 18, 2002","BIT Italy - United Arab Emirates 1995","",103,2002,2004,1,0,0,"Italian",0,"United Arab Emirates","ARE","ITA"
"387",437,"ARB/02/6","SGS Société Générale de Surveillance S.A.","Republic of the Philippines","Concluded","SGS Société Générale de Surveillance S.A.  (Swiss)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on April 11, 2008, pursuant to ICSID Arbitration Rule 43(2)). ","June 6, 2002","BIT Philippines - Switzerland 1997","",102,2002,2008,1,0,0,"Switzerland",0,"Republic of the Philippines","PHL","CHE"
"388",438,"ARB/02/5","PSEG Global Inc. and Konya Ilgin Elektrik Üretim ve Ticaret Limited Sirketi","Republic of Turkey","Concluded","PSEG Global Inc. (U.S.), Konya Ilgin Elektrik Üretim ve Ticaret Limited Sirketi (Turkish)","Award rendered on January 19, 2007.","May 2, 2002","BIT Turkey - United States of America 1985","",101,2002,2007,1,0,0,"U.S.",0,"Republic of Turkey","TUR","USA"
"389",439,"ARB/02/4","Lafarge","Republic of Cameroon","Concluded","Lafarge  (French)","The Acting Secretary-General issues an order taking note of the discontinuance of the proceeding on June 13, 2003 pursuant to Arbitration Rule 43(1).","April 22, 2002","","Investment Law - Cameroon (1990)",100,2002,2003,0,0,1,"French",0,"Republic of Cameroon","CMR","FRA"
"390",441,"ARB/02/2","Impregilo S.p.A.","Islamic Republic of Pakistan","Concluded","Impregilo S.p.A. (Italian)","The Secretary-General issues an order taking note of the discontinuance of the proceeding pursuant to Arbitration Rule 44 on June 11, 2002. ","February 12, 2002","BIT Pakistan - Italy 1997","",98,2002,2002,1,0,0,"Italian",0,"Islamic Republic of Pakistan","PAK","ITA"
"391",442,"ARB/02/1","LG&E Energy Corp., LG&E Capital Corp. and LG&E International Inc.","Argentine Republic","Concluded","LG&E Energy Corp. (U.S.), LG&E Capital Corp. (U.S.), LG&E International Inc. (U.S.)","Award rendered on July 25, 2007.","January 31, 2002","BIT United States of America - Argentina 1991","",97,2002,2007,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"392",443,"ARB(AF)/02/1","Fireman's Fund Insurance Company","United Mexican States","Concluded","Fireman's Fund Insurance Company (U.S.)","Award rendered on July 17, 2006.","January 15, 2002","","NAFTA (North American Free Trade Agreement)",96,2002,2006,0,1,0,"U.S.",0,"United Mexican States","MEX","USA"
"393",444,"ARB/01/14","F-W Oil Interests, Inc.","Republic of Trinidad & Tobago","Concluded","F-W Oil Interests,  Inc. (U.S.)","Award rendered on March 3, 2006.","November 29, 2001","BIT United States of America - Trinidad and Tobago 1994","",95,2001,2006,1,0,0,"U.S.",0,"Republic of Trinidad & Tobago","TTO","USA"
"394",445,"ARB/01/13","SGS Société Générale de Surveillance S.A.","Islamic Republic of Pakistan","Concluded","SGS Société Générale de Surveillance S.A.  (Swiss)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on May 23, 2004 pursuant to Arbitration Rule 43(1)). ","November 21, 2001","BIT Switzerland - Pakistan 1995","",94,2001,2004,1,0,0,"Switzerland",0,"Islamic Republic of Pakistan","PAK","CHE"
"395",446,"ARB/01/12","Azurix Corp.","Argentine Republic","Concluded","Azurix Corp.  (U.S.)","Award rendered on July 14, 2006.","October 23, 2001","BIT United States of America - Argentina 1991","",93,2001,2006,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"396",447,"ARB/01/11","Noble Ventures, Inc.","Romania","Concluded","Noble Ventures,  Inc. (U.S.)","Award rendered on October 12, 2005. ","October 17, 2001","BIT Romania - United States of America 1992","",92,2001,2005,1,0,0,"U.S.",0,"Romania","ROM","USA"
"397",448,"ARB/01/10","Repsol YPF Ecuador S.A.","Empresa Estatal Petróleos del Ecuador (Petroecuador)","Concluded","Repsol YPF Ecuador S.A. (Spanish)","Award rendered on February 20, 2004. ","October 5, 2001","","Contract",91,2001,2004,0,0,1,"Spanish",1,"Ecuador","ECU","ESP"
"398",449,"ARB/01/9","Booker plc","Co-operative Republic of Guyana","Concluded","Booker plc  (British)","The Sole Arbitrator issues an order taking note of the discontinuance of the proceeding on October 11, 2003 pursuant to Arbitration Rule 43(1).","September 18, 2001","BIT Guyana - United Kingdom of Great Britain and Northern Ireland 1989","",90,2001,2003,1,0,0,"British",0,"Co-operative Republic of Guyana","GUY","GBR"
"399",450,"ARB/01/8","CMS Gas Transmission Company","Argentine Republic","Concluded","CMS Gas Transmission Company  (U.S.)","Award rendered on May 12, 2005. ","August 24, 2001","BIT United States of America - Argentina 1991","",89,2001,2005,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"400",451,"ARB/01/7","MTD Equity Sdn. Bhd. and MTD Chile S.A.","Republic of Chile","Concluded","MTD Equity Sdn. Bhd. (Malaysian), MTD Chile S.A.  (Chilean)","Award rendered on May 25, 2004.","August 6, 2001","BIT Malaysia - Chile 1992","",88,2001,2004,1,0,0,"Malaysian",0,"Republic of Chile","CHL","MYS"
"401",452,"ARB/01/6","AIG Capital Partners, Inc. and CJSC Tema Real Estate Company","Republic of Kazakhstan","Concluded","AIG Capital Partners,  Inc. (U.S.), CJSC Tema Real Estate Company  (Kazakhstani)","Award rendered on October 7, 2003.","June 4, 2001","BIT United States of America - Kazakhstan 1992","",87,2001,2003,1,0,0,"U.S.",0,"Republic of Kazakhstan","KAZ","USA"
"402",454,"ARB/01/4","AES Summit Generation Limited","Republic of Hungary","Concluded","AES Summit Generation Limited  (British)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on January 3, 2002 pursuant to Arbitration Rule 43(1)).","April 25, 2001","BIT United Kingdom of Great Britain and Northern Ireland - Hungary 1987, ","ECT (Energy Charter Treaty)",85,2001,2002,1,0,0,"British",0,"Republic of Hungary","HUN","GBR"
"403",455,"ARB/01/3","Enron Creditors Recovery Corporation (formerly Enron Corporation) and Ponderosa Assets, L.P.","Argentine Republic","Pending","Enron Creditors Recovery Corporation (formerly Enron Corporation)  (U.S.), Ponderosa Assets,  L.P. (U.S.)","Award rendered on May 22, 2007. ","April 11, 2001","BIT United States of America - Argentina 1991","",84,2001,2007,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"404",456,"ARB/01/2","Antoine Goetz and others","Republic of Burundi","Concluded","Alain Goetz (Belgian), Antoine Goetz (Belgian), Sven Goetz (Belgian), Sylvain Goetz (Belgian), Theresia Pooters (Belgian), S.A. Affinage des Métaux (Burundi), Sandra Weyler (Belgian)","Award rendered on June 21, 2012.","March 27, 2001","BIT Belgium-Luxembourg - Burundi 1989, ","Contract",83,2001,2012,1,0,0,"Belgian",0,"Republic of Burundi","BDI","BEL"
"405",457,"ARB/01/1","Impregilo, S.p.A and Rizzani De Eccher S.p.A.","United Arab Emirates","Concluded","Impregilo,  S.p.A. (Italian), Rizzani De Eccher S.p.A. (Italian)","Proceeding discontinued at the request of the Claimants (Order taking note of the discontinuance issued by the Secretary-General on August 7, 2001, pursuant to Arbitration Rule 44).","February 15, 2001","BIT Italy - United Arab Emirates 1995","",82,2001,2001,1,0,0,"Italian",0,"United Arab Emirates","ARE","ITA"
"406",458,"ARB/00/9","Generation Ukraine Inc.","Ukraine","Concluded","Generation Ukraine Inc. (U.S.)","Award rendered on September 16, 2003. ","October 20, 2000","BIT Ukraine - United States of America 1994","",81,2000,2003,1,0,0,"U.S.",0,"Ukraine","UKR","USA"
"407",459,"ARB(AF)/00/3","Waste Management, Inc.","United Mexican States","Concluded","Waste Management,  Inc. (U.S.)","Award rendered on April 30, 2004.","September 27, 2000","","NAFTA (North American Free Trade Agreement)",80,2000,2004,0,1,0,"U.S.",0,"United Mexican States","MEX","USA"
"408",460,"ARB(AF)/00/2","Técnicas Medioambientales Tecmed, S.A.","United Mexican States","Concluded","Técnicas Medioambientales Tecmed,  S.A. (Spanish)","Award rendered on May 29, 2003.","August 28, 2000","BIT Spain - Mexico 1995","",79,2000,2003,1,0,0,"Spanish",0,"United Mexican States","MEX","ESP"
"409",461,"ARB(AF)/00/1","ADF Group Inc.","United States of America","Concluded","ADF Group Inc. (Canadian)","Award rendered on January 9, 2003.","August 25, 2000","","NAFTA (North American Free Trade Agreement)",78,2000,2003,0,1,0,"Canadian",0,"United States of America","USA","CAN"
"410",462,"ARB/00/8","Ridgepointe Overseas Developments, Ltd.","Democratic Republic of the Congo and Générale des Carrières et des Mines","Concluded","Ridgepointe Overseas Developments,  Ltd.  (British)","Order taking note of the discontinuance of the proceeding issued by the Tribunal on August 30, 2004, pursuant to Arbitration Rule 44.","July 27, 2000","","Other",77,2000,2004,0,0,1,"British",0,"Congo, Democratic Republic","ZAR","GBR"
"411",463,"ARB/00/7","World Duty Free Company Limited","Republic of Kenya","Concluded","World Duty Free Company Limited  (British)","Award rendered on October 4, 2006.","July 7, 2000","","Contract",76,2000,2006,0,0,1,"British",0,"Republic of Kenya","KEN","GBR"
"412",464,"ARB/00/6","Consortium R.F.C.C.","Kingdom of Morocco","Concluded","Consortium R.F.C.C. (Italian)","Award rendered on December 22, 2003.","June 28, 2000","BIT Italy - Morocco 1990","",75,2000,2003,1,0,0,"Italian",0,"Kingdom of Morocco","MAR","ITA"
"413",466,"ARB/00/4","Salini Costruttori S.p.A. and Italstrade S.p.A.","Kingdom of Morocco","Concluded","Salini Costruttori S.p.A. (Italian), Italstrade S.p.A. (Italian)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance pursuant to Arbitration Rule 43(1) issued by the Tribunal on February 4, 2004). ","June 13, 2000","BIT Italy - Morocco 1990","",73,2000,2004,1,0,0,"Italian",0,"Kingdom of Morocco","MAR","ITA"
"414",467,"ARB/00/3","GRAD Associates, P.A.","Bolivarian Republic of Venezuela","Concluded","GRAD Associates,  P.A. (U.S.)","Proceeding discontinued for lack of payment of advances pursuant to Regulation 14(3)(d) of the Administrative and Financial Regulations (Order for the discontinuance of the proceeding issued by the Tribunal on February 5, 2002). ","March 1, 2000","","Other",72,2000,2002,0,0,1,"U.S.",0,"Bolivarian Republic of Venezuela","VEN","USA"
"415",468,"ARB/00/2","Mihaly International Corporation","Democratic Socialist Republic of Sri Lanka","Concluded","Mihaly International Corporation  (U.S.)","Award rendered on March 15, 2002; attached to the award is a Concurring Opinion by one of the arbitrators.","January 11, 2000","BIT Sri Lanka - United States of America 1991","",71,2000,2002,1,0,0,"U.S.",0,"Democratic Socialist Republic of Sri Lanka","LKA","USA"
"416",469,"ARB/00/1","Zhinvali Development Ltd.","Republic of Georgia","Concluded","Zhinvali Development Ltd. (Irish)","Award rendered on January 24, 2003; attached to the award is a separate opinion  by one of the arbitrators.","January 7, 2000","","Investment Law - Georgia (1996)",70,2000,2003,0,0,1,"Irish",0,"Republic of Georgia","GEO","IRL"
"417",470,"ARB/99/8","Astaldi S.p.A. & Columbus Latinoamericana de Construcciones S.A.","Republic of Honduras","Concluded","Astaldi S.p.A.  (Italian), Columbus Latinoamericana de Construcciones S.A. (Panamanian)","Award rendered on October 19, 2000.","December 29, 1999","","Contract",69,1999,2000,0,0,1,"Italian",0,"Republic of Honduras","HND","ITA"
"418",471,"ARB/99/7","Patrick Mitchell","Democratic Republic of the Congo","Concluded","Patrick Mitchell  (U.S.)","Award rendered on February 9, 2004; attached to the award is a dissenting opinion by arbitrator Yawovi Agboyibo. ","December 10, 1999","BIT Congo,  Democratic Republic of - United States of America 1984","",68,1999,2004,1,0,0,"U.S.",0,"Democratic Republic of the Congo","ZAR","USA"
"419",472,"ARB/99/6","Middle East Cement Shipping and Handling Co. S.A.","Arab Republic of Egypt","Concluded","Middle East Cement Shipping and Handling Co. S.A. (Greek)","Award rendered on April 12, 2002.","November 19, 1999","BIT Egypt,  Arab Republic of - Greece 1993","",67,1999,2002,1,0,0,"Greek",0,"Arab Republic of Egypt","EGY","GRC"
"420",473,"ARB(AF)/99/2","Mondev International Ltd.","United States of America","Concluded","Mondev International Ltd. (Canadian)","Award rendered on October 11, 2002.","September 20, 1999","","NAFTA (North American Free Trade Agreement)",66,1999,2002,0,1,0,"Canadian",0,"United States of America","USA","CAN"
"421",474,"ARB/99/5","Alimenta S.A.","Republic of The Gambia","Concluded","Alimenta S.A.  (Swiss)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of discontinuance of the proceeding issued by the Arbitral Tribunal on May 3, 2001, pursuant to Arbitration Rule 43(1)). ","July 12, 1999","BIT Gambia,  The - Switzerland 1993","",65,1999,2001,1,0,0,"Switzerland",0,"Republic of The Gambia","GMB","CHE"
"422",475,"ARB/99/4","Empresa Nacional de Electricidad S.A.","Argentine Republic","Concluded","Empresa Nacional de Electricidad S.A. (Chilean)","Proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Tribunal on February 7, 2001, pursuant to Arbitration Rule 44). ","July 12, 1999","BIT Chile - Argentina 1991","",64,1999,2001,1,0,0,"Chilean",0,"Argentine Republic","ARG","CHL"
"423",476,"ARB(AF)/99/1","Marvin Roy Feldman Karpa","United Mexican States","Concluded","Marvin Roy Feldman Karpa  (U.S.)","Award rendered on December 16, 2002; attached to the award is a Dissenting Opinion by one of the arbitrators. ","May 27, 1999","","NAFTA (North American Free Trade Agreement)",63,1999,2002,0,1,0,"U.S.",0,"United Mexican States","MEX","USA"
"424",477,"ARB/99/2","Alex Genin and others","Republic of Estonia","Concluded","Alex Genin (U.S.), Eastern Credit Limited,  Inc. (U.S.), A.S. Baltoil (Estonian)","Award rendered on June 25, 2001.","May 12, 1999","BIT United States of America - Estonia 2003","",62,1999,2001,1,0,0,"U.S.",0,"Republic of Estonia","EST","USA"
"425",478,"ARB/99/3","Philippe Gruslin","Malaysia","Concluded","Philippe Gruslin  (Belgian)","The Tribunal renders its award declining jurisdiction on November 28, 2000.","May 12, 1999","BIT Belgium-Luxembourg - Malaysia 1979","",61,1999,2000,1,0,0,"Belgian",0,"Malaysia","MYS","BEL"
"426",481,"ARB(AF)/98/3","The Loewen Group, Inc. and Raymond L. Loewen","United States of America","Concluded","The Loewen Group,  Inc. (Canadian), Raymond L. Loewen  (Canadian)","Award rendered on June 26, 2003.","November 19, 1998","","NAFTA (North American Free Trade Agreement)",58,1998,2003,0,1,0,"Canadian",0,"United States of America","USA","CAN"
"427",482,"ARB(AF)/98/2","Waste Management, Inc.","United Mexican States","Concluded","Waste Management,  Inc. (U.S.)","Award rendered on June 2, 2000; attached to the award is a dissenting opinion by one of the arbitrators. ","November 18, 1998","","NAFTA (North American Free Trade Agreement)",57,1998,2000,0,1,0,"U.S.",0,"United Mexican States","MEX","USA"
"428",483,"ARB/98/7","Banro American Resources, Inc. and Société Aurifère du Kivu et du Maniema S.A.R.L.","Democratic Republic of the Congo","Concluded","Banro American Resources,  Inc.  (U.S.), Société Aurifère du Kivu et du Maniema S.A.R.L. (Congolese (D.R.))","Award rendered on September 1, 2000; attached to the award is a dissenting opinion by arbitrator Carveth Harcourt Geach.","October 28, 1998","","Other",56,1998,2000,0,0,1,"U.S.",0,"Democratic Republic of the Congo","ZAR","USA"
"429",484,"ARB/98/6","Compagnie Minière Internationale Or S.A.","Republic of Peru","Concluded","Compagnie Minière Internationale Or S.A. (French)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance of the proceeding issued by the Secretary-General on February 23, 2001, pursuant to Arbitration Rule 43(1)). ","October 28, 1998","BIT France - Peru 1993","",55,1998,2001,1,0,0,"French",0,"Republic of Peru","PER","FRA"
"430",485,"ARB/98/5","Eudoro A. Olguín","Republic of Paraguay","Concluded","Eudoro A. Olguín  (Peruvian)","Award rendered on July 26, 2001.","August 26, 1998","BIT Peru - Paraguay 1994","",54,1998,2001,1,0,0,"Peruvian",0,"Republic of Paraguay","PRY","PER"
"431",486,"ARB/98/4","Wena Hotels Limited","Arab Republic of Egypt","Concluded","Wena Hotels Limited (British)","Award rendered on December 8, 2000.","July 31, 1998","BIT Egypt,  Arab Republic of - United Kingdom of Great Britain and Northern Ireland 1975","",53,1998,2000,1,0,0,"British",0,"Arab Republic of Egypt","EGY","GBR"
"432",488,"ARB/98/2","Victor Pey Casado and President Allende Foundation","Republic of Chile","Pending","Victor Pey Casado and President Allende Foundation  (Spanish, Chilean)","Award rendered on May 8, 2008.","April 20, 1998","BIT Chile - Spain 1991","",51,1998,2008,1,0,0,"Spanish",0,"Republic of Chile","CHL","ESP"
"433",489,"ARB/98/1","Houston Industries Energy, Inc. and others","Argentine Republic","Concluded","Houston Industries Energy,  Inc.  (U.S.), Industrias Eléctricas de Houston S.A.  (Argentine), Empresa Distribuidora de Electricidad de Santiago Del Estero S.A. (Argentine)","Award rendered on August 24, 2001; attached to the award is a separate opinion by one of the arbitrators.","February 25, 1998","BIT United States of America - Argentina 1991","",50,1998,2001,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"434",490,"ARB(AF)/98/1","Joseph C. Lemire","Ukraine","Concluded","Joseph C. Lemire  (U.S.)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on September 18, 2000, pursuant to ICSID Arbitration Rule 43(2)).","January 16, 1998","BIT Ukraine - United States of America 1994","",49,1998,2000,1,0,0,"U.S.",0,"Ukraine","UKR","USA"
